Unicode Code Point,Character,Description
0xc017,쀗,HANGUL SYLLABLE BBWES
0xc018,쀘,HANGUL SYLLABLE BBWESS
0xc019,쀙,HANGUL SYLLABLE BBWENG
0xc01a,쀚,HANGUL SYLLABLE BBWEJ
0xc01b,쀛,HANGUL SYLLABLE BBWEC
0xc01c,쀜,HANGUL SYLLABLE BBWEK
0xc01d,쀝,HANGUL SYLLABLE BBWET
0xc01e,쀞,HANGUL SYLLABLE BBWEP
0xc01f,쀟,HANGUL SYLLABLE BBWEH
0xc020,쀠,HANGUL SYLLABLE BBWI
0xc021,쀡,HANGUL SYLLABLE BBWIG
0xc022,쀢,HANGUL SYLLABLE BBWIGG
0xc023,쀣,HANGUL SYLLABLE BBWIGS
0xc024,쀤,HANGUL SYLLABLE BBWIN
0xc025,쀥,HANGUL SYLLABLE BBWINJ
0xc026,쀦,HANGUL SYLLABLE BBWINH
0xc027,쀧,HANGUL SYLLABLE BBWID
0xc028,쀨,HANGUL SYLLABLE BBWIL
0xc029,쀩,HANGUL SYLLABLE BBWILG
0xc02a,쀪,HANGUL SYLLABLE BBWILM
0xc02b,쀫,HANGUL SYLLABLE BBWILB
0xc02c,쀬,HANGUL SYLLABLE BBWILS
0xc02d,쀭,HANGUL SYLLABLE BBWILT
0xc02e,쀮,HANGUL SYLLABLE BBWILP
0xc02f,쀯,HANGUL SYLLABLE BBWILH
0xc030,쀰,HANGUL SYLLABLE BBWIM
0xc031,쀱,HANGUL SYLLABLE BBWIB
0xc032,쀲,HANGUL SYLLABLE BBWIBS
0xc033,쀳,HANGUL SYLLABLE BBWIS
0xc034,쀴,HANGUL SYLLABLE BBWISS
0xc035,쀵,HANGUL SYLLABLE BBWING
0xc036,쀶,HANGUL SYLLABLE BBWIJ
0xc037,쀷,HANGUL SYLLABLE BBWIC
0xc038,쀸,HANGUL SYLLABLE BBWIK
0xc039,쀹,HANGUL SYLLABLE BBWIT
0xc03a,쀺,HANGUL SYLLABLE BBWIP
0xc03b,쀻,HANGUL SYLLABLE BBWIH
0xc03c,쀼,HANGUL SYLLABLE BBYU
0xc03d,쀽,HANGUL SYLLABLE BBYUG
0xc03e,쀾,HANGUL SYLLABLE BBYUGG
0xc03f,쀿,HANGUL SYLLABLE BBYUGS
0xc040,쁀,HANGUL SYLLABLE BBYUN
0xc041,쁁,HANGUL SYLLABLE BBYUNJ
0xc042,쁂,HANGUL SYLLABLE BBYUNH
0xc043,쁃,HANGUL SYLLABLE BBYUD
0xc044,쁄,HANGUL SYLLABLE BBYUL
0xc045,쁅,HANGUL SYLLABLE BBYULG
0xc046,쁆,HANGUL SYLLABLE BBYULM
0xc047,쁇,HANGUL SYLLABLE BBYULB
0xc048,쁈,HANGUL SYLLABLE BBYULS
0xc049,쁉,HANGUL SYLLABLE BBYULT
0xc04a,쁊,HANGUL SYLLABLE BBYULP
0xc04b,쁋,HANGUL SYLLABLE BBYULH
0xc04c,쁌,HANGUL SYLLABLE BBYUM
0xc04d,쁍,HANGUL SYLLABLE BBYUB
0xc04e,쁎,HANGUL SYLLABLE BBYUBS
0xc04f,쁏,HANGUL SYLLABLE BBYUS
0xc050,쁐,HANGUL SYLLABLE BBYUSS
0xc051,쁑,HANGUL SYLLABLE BBYUNG
0xc052,쁒,HANGUL SYLLABLE BBYUJ
0xc053,쁓,HANGUL SYLLABLE BBYUC
0xc054,쁔,HANGUL SYLLABLE BBYUK
0xc055,쁕,HANGUL SYLLABLE BBYUT
0xc056,쁖,HANGUL SYLLABLE BBYUP
0xc057,쁗,HANGUL SYLLABLE BBYUH
0xc058,쁘,HANGUL SYLLABLE BBEU
0xc059,쁙,HANGUL SYLLABLE BBEUG
0xc05a,쁚,HANGUL SYLLABLE BBEUGG
0xc05b,쁛,HANGUL SYLLABLE BBEUGS
0xc05c,쁜,HANGUL SYLLABLE BBEUN
0xc05d,쁝,HANGUL SYLLABLE BBEUNJ
0xc05e,쁞,HANGUL SYLLABLE BBEUNH
0xc05f,쁟,HANGUL SYLLABLE BBEUD
0xc060,쁠,HANGUL SYLLABLE BBEUL
0xc061,쁡,HANGUL SYLLABLE BBEULG
0xc062,쁢,HANGUL SYLLABLE BBEULM
0xc063,쁣,HANGUL SYLLABLE BBEULB
0xc064,쁤,HANGUL SYLLABLE BBEULS
0xc065,쁥,HANGUL SYLLABLE BBEULT
0xc066,쁦,HANGUL SYLLABLE BBEULP
0xc067,쁧,HANGUL SYLLABLE BBEULH
0xc068,쁨,HANGUL SYLLABLE BBEUM
0xc069,쁩,HANGUL SYLLABLE BBEUB
0xc06a,쁪,HANGUL SYLLABLE BBEUBS
0xc06b,쁫,HANGUL SYLLABLE BBEUS
0xc06c,쁬,HANGUL SYLLABLE BBEUSS
0xc06d,쁭,HANGUL SYLLABLE BBEUNG
0xc06e,쁮,HANGUL SYLLABLE BBEUJ
0xc06f,쁯,HANGUL SYLLABLE BBEUC
0xc070,쁰,HANGUL SYLLABLE BBEUK
0xc071,쁱,HANGUL SYLLABLE BBEUT
0xc072,쁲,HANGUL SYLLABLE BBEUP
0xc073,쁳,HANGUL SYLLABLE BBEUH
0xc074,쁴,HANGUL SYLLABLE BBYI
0xc075,쁵,HANGUL SYLLABLE BBYIG
0xc076,쁶,HANGUL SYLLABLE BBYIGG
0xc077,쁷,HANGUL SYLLABLE BBYIGS
0xc078,쁸,HANGUL SYLLABLE BBYIN
0xc079,쁹,HANGUL SYLLABLE BBYINJ
0xc07a,쁺,HANGUL SYLLABLE BBYINH
0xc07b,쁻,HANGUL SYLLABLE BBYID
0xc07c,쁼,HANGUL SYLLABLE BBYIL
0xc07d,쁽,HANGUL SYLLABLE BBYILG
0xc07e,쁾,HANGUL SYLLABLE BBYILM
0xc07f,쁿,HANGUL SYLLABLE BBYILB
0xc080,삀,HANGUL SYLLABLE BBYILS
0xc081,삁,HANGUL SYLLABLE BBYILT
0xc082,삂,HANGUL SYLLABLE BBYILP
0xc083,삃,HANGUL SYLLABLE BBYILH
0xc084,삄,HANGUL SYLLABLE BBYIM
0xc085,삅,HANGUL SYLLABLE BBYIB
0xc086,삆,HANGUL SYLLABLE BBYIBS
0xc087,삇,HANGUL SYLLABLE BBYIS
0xc088,삈,HANGUL SYLLABLE BBYISS
0xc089,삉,HANGUL SYLLABLE BBYING
0xc08a,삊,HANGUL SYLLABLE BBYIJ
0xc08b,삋,HANGUL SYLLABLE BBYIC
0xc08c,삌,HANGUL SYLLABLE BBYIK
0xc08d,삍,HANGUL SYLLABLE BBYIT
0xc08e,삎,HANGUL SYLLABLE BBYIP
0xc08f,삏,HANGUL SYLLABLE BBYIH
0xc090,삐,HANGUL SYLLABLE BBI
0xc091,삑,HANGUL SYLLABLE BBIG
0xc092,삒,HANGUL SYLLABLE BBIGG
0xc093,삓,HANGUL SYLLABLE BBIGS
0xc094,삔,HANGUL SYLLABLE BBIN
0xc095,삕,HANGUL SYLLABLE BBINJ
0xc096,삖,HANGUL SYLLABLE BBINH
0xc097,삗,HANGUL SYLLABLE BBID
0xc098,삘,HANGUL SYLLABLE BBIL
0xc099,삙,HANGUL SYLLABLE BBILG
0xc09a,삚,HANGUL SYLLABLE BBILM
0xc09b,삛,HANGUL SYLLABLE BBILB
0xc09c,삜,HANGUL SYLLABLE BBILS
0xc09d,삝,HANGUL SYLLABLE BBILT
0xc09e,삞,HANGUL SYLLABLE BBILP
0xc09f,삟,HANGUL SYLLABLE BBILH
0xc0a0,삠,HANGUL SYLLABLE BBIM
0xc0a1,삡,HANGUL SYLLABLE BBIB
0xc0a2,삢,HANGUL SYLLABLE BBIBS
0xc0a3,삣,HANGUL SYLLABLE BBIS
0xc0a4,삤,HANGUL SYLLABLE BBISS
0xc0a5,삥,HANGUL SYLLABLE BBING
0xc0a6,삦,HANGUL SYLLABLE BBIJ
0xc0a7,삧,HANGUL SYLLABLE BBIC
0xc0a8,삨,HANGUL SYLLABLE BBIK
0xc0a9,삩,HANGUL SYLLABLE BBIT
0xc0aa,삪,HANGUL SYLLABLE BBIP
0xc0ab,삫,HANGUL SYLLABLE BBIH
0xc0ac,사,HANGUL SYLLABLE SA
0xc0ad,삭,HANGUL SYLLABLE SAG
0xc0ae,삮,HANGUL SYLLABLE SAGG
0xc0af,삯,HANGUL SYLLABLE SAGS
0xc0b0,산,HANGUL SYLLABLE SAN
0xc0b1,삱,HANGUL SYLLABLE SANJ
0xc0b2,삲,HANGUL SYLLABLE SANH
0xc0b3,삳,HANGUL SYLLABLE SAD
0xc0b4,살,HANGUL SYLLABLE SAL
0xc0b5,삵,HANGUL SYLLABLE SALG
0xc0b6,삶,HANGUL SYLLABLE SALM
0xc0b7,삷,HANGUL SYLLABLE SALB
0xc0b8,삸,HANGUL SYLLABLE SALS
0xc0b9,삹,HANGUL SYLLABLE SALT
0xc0ba,삺,HANGUL SYLLABLE SALP
0xc0bb,삻,HANGUL SYLLABLE SALH
0xc0bc,삼,HANGUL SYLLABLE SAM
0xc0bd,삽,HANGUL SYLLABLE SAB
0xc0be,삾,HANGUL SYLLABLE SABS
0xc0bf,삿,HANGUL SYLLABLE SAS
0xc0c0,샀,HANGUL SYLLABLE SASS
0xc0c1,상,HANGUL SYLLABLE SANG
0xc0c2,샂,HANGUL SYLLABLE SAJ
0xc0c3,샃,HANGUL SYLLABLE SAC
0xc0c4,샄,HANGUL SYLLABLE SAK
0xc0c5,샅,HANGUL SYLLABLE SAT
0xc0c6,샆,HANGUL SYLLABLE SAP
0xc0c7,샇,HANGUL SYLLABLE SAH
0xc0c8,새,HANGUL SYLLABLE SAE
0xc0c9,색,HANGUL SYLLABLE SAEG
0xc0ca,샊,HANGUL SYLLABLE SAEGG
0xc0cb,샋,HANGUL SYLLABLE SAEGS
0xc0cc,샌,HANGUL SYLLABLE SAEN
0xc0cd,샍,HANGUL SYLLABLE SAENJ
0xc0ce,샎,HANGUL SYLLABLE SAENH
0xc0cf,샏,HANGUL SYLLABLE SAED
0xc0d0,샐,HANGUL SYLLABLE SAEL
0xc0d1,샑,HANGUL SYLLABLE SAELG
0xc0d2,샒,HANGUL SYLLABLE SAELM
0xc0d3,샓,HANGUL SYLLABLE SAELB
0xc0d4,샔,HANGUL SYLLABLE SAELS
0xc0d5,샕,HANGUL SYLLABLE SAELT
0xc0d6,샖,HANGUL SYLLABLE SAELP
0xc0d7,샗,HANGUL SYLLABLE SAELH
0xc0d8,샘,HANGUL SYLLABLE SAEM
0xc0d9,샙,HANGUL SYLLABLE SAEB
0xc0da,샚,HANGUL SYLLABLE SAEBS
0xc0db,샛,HANGUL SYLLABLE SAES
0xc0dc,샜,HANGUL SYLLABLE SAESS
0xc0dd,생,HANGUL SYLLABLE SAENG
0xc0de,샞,HANGUL SYLLABLE SAEJ
0xc0df,샟,HANGUL SYLLABLE SAEC
0xc0e0,샠,HANGUL SYLLABLE SAEK
0xc0e1,샡,HANGUL SYLLABLE SAET
0xc0e2,샢,HANGUL SYLLABLE SAEP
0xc0e3,샣,HANGUL SYLLABLE SAEH
0xc0e4,샤,HANGUL SYLLABLE SYA
0xc0e5,샥,HANGUL SYLLABLE SYAG
0xc0e6,샦,HANGUL SYLLABLE SYAGG
0xc0e7,샧,HANGUL SYLLABLE SYAGS
0xc0e8,샨,HANGUL SYLLABLE SYAN
0xc0e9,샩,HANGUL SYLLABLE SYANJ
0xc0ea,샪,HANGUL SYLLABLE SYANH
0xc0eb,샫,HANGUL SYLLABLE SYAD
0xc0ec,샬,HANGUL SYLLABLE SYAL
0xc0ed,샭,HANGUL SYLLABLE SYALG
0xc0ee,샮,HANGUL SYLLABLE SYALM
0xc0ef,샯,HANGUL SYLLABLE SYALB
0xc0f0,샰,HANGUL SYLLABLE SYALS
0xc0f1,샱,HANGUL SYLLABLE SYALT
0xc0f2,샲,HANGUL SYLLABLE SYALP
0xc0f3,샳,HANGUL SYLLABLE SYALH
0xc0f4,샴,HANGUL SYLLABLE SYAM
0xc0f5,샵,HANGUL SYLLABLE SYAB
0xc0f6,샶,HANGUL SYLLABLE SYABS
0xc0f7,샷,HANGUL SYLLABLE SYAS
0xc0f8,샸,HANGUL SYLLABLE SYASS
0xc0f9,샹,HANGUL SYLLABLE SYANG
0xc0fa,샺,HANGUL SYLLABLE SYAJ
0xc0fb,샻,HANGUL SYLLABLE SYAC
0xc0fc,샼,HANGUL SYLLABLE SYAK
0xc0fd,샽,HANGUL SYLLABLE SYAT
0xc0fe,샾,HANGUL SYLLABLE SYAP
0xc0ff,샿,HANGUL SYLLABLE SYAH
0xc100,섀,HANGUL SYLLABLE SYAE
0xc101,섁,HANGUL SYLLABLE SYAEG
0xc102,섂,HANGUL SYLLABLE SYAEGG
0xc103,섃,HANGUL SYLLABLE SYAEGS
0xc104,섄,HANGUL SYLLABLE SYAEN
0xc105,섅,HANGUL SYLLABLE SYAENJ
0xc106,섆,HANGUL SYLLABLE SYAENH
0xc107,섇,HANGUL SYLLABLE SYAED
0xc108,섈,HANGUL SYLLABLE SYAEL
0xc109,섉,HANGUL SYLLABLE SYAELG
0xc10a,섊,HANGUL SYLLABLE SYAELM
0xc10b,섋,HANGUL SYLLABLE SYAELB
0xc10c,섌,HANGUL SYLLABLE SYAELS
0xc10d,섍,HANGUL SYLLABLE SYAELT
0xc10e,섎,HANGUL SYLLABLE SYAELP
0xc10f,섏,HANGUL SYLLABLE SYAELH
0xc110,섐,HANGUL SYLLABLE SYAEM
0xc111,섑,HANGUL SYLLABLE SYAEB
0xc112,섒,HANGUL SYLLABLE SYAEBS
0xc113,섓,HANGUL SYLLABLE SYAES
0xc114,섔,HANGUL SYLLABLE SYAESS
0xc115,섕,HANGUL SYLLABLE SYAENG
0xc116,섖,HANGUL SYLLABLE SYAEJ
0xc117,섗,HANGUL SYLLABLE SYAEC
0xc118,섘,HANGUL SYLLABLE SYAEK
0xc119,섙,HANGUL SYLLABLE SYAET
0xc11a,섚,HANGUL SYLLABLE SYAEP
0xc11b,섛,HANGUL SYLLABLE SYAEH
0xc11c,서,HANGUL SYLLABLE SEO
0xc11d,석,HANGUL SYLLABLE SEOG
0xc11e,섞,HANGUL SYLLABLE SEOGG
0xc11f,섟,HANGUL SYLLABLE SEOGS
0xc120,선,HANGUL SYLLABLE SEON
0xc121,섡,HANGUL SYLLABLE SEONJ
0xc122,섢,HANGUL SYLLABLE SEONH
0xc123,섣,HANGUL SYLLABLE SEOD
0xc124,설,HANGUL SYLLABLE SEOL
0xc125,섥,HANGUL SYLLABLE SEOLG
0xc126,섦,HANGUL SYLLABLE SEOLM
0xc127,섧,HANGUL SYLLABLE SEOLB
0xc128,섨,HANGUL SYLLABLE SEOLS
0xc129,섩,HANGUL SYLLABLE SEOLT
0xc12a,섪,HANGUL SYLLABLE SEOLP
0xc12b,섫,HANGUL SYLLABLE SEOLH
0xc12c,섬,HANGUL SYLLABLE SEOM
0xc12d,섭,HANGUL SYLLABLE SEOB
0xc12e,섮,HANGUL SYLLABLE SEOBS
0xc12f,섯,HANGUL SYLLABLE SEOS
0xc130,섰,HANGUL SYLLABLE SEOSS
0xc131,성,HANGUL SYLLABLE SEONG
0xc132,섲,HANGUL SYLLABLE SEOJ
0xc133,섳,HANGUL SYLLABLE SEOC
0xc134,섴,HANGUL SYLLABLE SEOK
0xc135,섵,HANGUL SYLLABLE SEOT
0xc136,섶,HANGUL SYLLABLE SEOP
0xc137,섷,HANGUL SYLLABLE SEOH
0xc138,세,HANGUL SYLLABLE SE
0xc139,섹,HANGUL SYLLABLE SEG
0xc13a,섺,HANGUL SYLLABLE SEGG
0xc13b,섻,HANGUL SYLLABLE SEGS
0xc13c,센,HANGUL SYLLABLE SEN
0xc13d,섽,HANGUL SYLLABLE SENJ
0xc13e,섾,HANGUL SYLLABLE SENH
0xc13f,섿,HANGUL SYLLABLE SED
0xc140,셀,HANGUL SYLLABLE SEL
0xc141,셁,HANGUL SYLLABLE SELG
0xc142,셂,HANGUL SYLLABLE SELM
0xc143,셃,HANGUL SYLLABLE SELB
0xc144,셄,HANGUL SYLLABLE SELS
0xc145,셅,HANGUL SYLLABLE SELT
0xc146,셆,HANGUL SYLLABLE SELP
0xc147,셇,HANGUL SYLLABLE SELH
0xc148,셈,HANGUL SYLLABLE SEM
0xc149,셉,HANGUL SYLLABLE SEB
0xc14a,셊,HANGUL SYLLABLE SEBS
0xc14b,셋,HANGUL SYLLABLE SES
0xc14c,셌,HANGUL SYLLABLE SESS
0xc14d,셍,HANGUL SYLLABLE SENG
0xc14e,셎,HANGUL SYLLABLE SEJ
0xc14f,셏,HANGUL SYLLABLE SEC
0xc150,셐,HANGUL SYLLABLE SEK
0xc151,셑,HANGUL SYLLABLE SET
0xc152,셒,HANGUL SYLLABLE SEP
0xc153,셓,HANGUL SYLLABLE SEH
0xc154,셔,HANGUL SYLLABLE SYEO
0xc155,셕,HANGUL SYLLABLE SYEOG
0xc156,셖,HANGUL SYLLABLE SYEOGG
0xc157,셗,HANGUL SYLLABLE SYEOGS
0xc158,션,HANGUL SYLLABLE SYEON
0xc159,셙,HANGUL SYLLABLE SYEONJ
0xc15a,셚,HANGUL SYLLABLE SYEONH
0xc15b,셛,HANGUL SYLLABLE SYEOD
0xc15c,셜,HANGUL SYLLABLE SYEOL
0xc15d,셝,HANGUL SYLLABLE SYEOLG
0xc15e,셞,HANGUL SYLLABLE SYEOLM
0xc15f,셟,HANGUL SYLLABLE SYEOLB
0xc160,셠,HANGUL SYLLABLE SYEOLS
0xc161,셡,HANGUL SYLLABLE SYEOLT
0xc162,셢,HANGUL SYLLABLE SYEOLP
0xc163,셣,HANGUL SYLLABLE SYEOLH
0xc164,셤,HANGUL SYLLABLE SYEOM
0xc165,셥,HANGUL SYLLABLE SYEOB
0xc166,셦,HANGUL SYLLABLE SYEOBS
0xc167,셧,HANGUL SYLLABLE SYEOS
0xc168,셨,HANGUL SYLLABLE SYEOSS
0xc169,셩,HANGUL SYLLABLE SYEONG
0xc16a,셪,HANGUL SYLLABLE SYEOJ
0xc16b,셫,HANGUL SYLLABLE SYEOC
0xc16c,셬,HANGUL SYLLABLE SYEOK
0xc16d,셭,HANGUL SYLLABLE SYEOT
0xc16e,셮,HANGUL SYLLABLE SYEOP
0xc16f,셯,HANGUL SYLLABLE SYEOH
0xc170,셰,HANGUL SYLLABLE SYE
0xc171,셱,HANGUL SYLLABLE SYEG
0xc172,셲,HANGUL SYLLABLE SYEGG
0xc173,셳,HANGUL SYLLABLE SYEGS
0xc174,셴,HANGUL SYLLABLE SYEN
0xc175,셵,HANGUL SYLLABLE SYENJ
0xc176,셶,HANGUL SYLLABLE SYENH
0xc177,셷,HANGUL SYLLABLE SYED
0xc178,셸,HANGUL SYLLABLE SYEL
0xc179,셹,HANGUL SYLLABLE SYELG
0xc17a,셺,HANGUL SYLLABLE SYELM
0xc17b,셻,HANGUL SYLLABLE SYELB
0xc17c,셼,HANGUL SYLLABLE SYELS
0xc17d,셽,HANGUL SYLLABLE SYELT
0xc17e,셾,HANGUL SYLLABLE SYELP
0xc17f,셿,HANGUL SYLLABLE SYELH
0xc180,솀,HANGUL SYLLABLE SYEM
0xc181,솁,HANGUL SYLLABLE SYEB
0xc182,솂,HANGUL SYLLABLE SYEBS
0xc183,솃,HANGUL SYLLABLE SYES
0xc184,솄,HANGUL SYLLABLE SYESS
0xc185,솅,HANGUL SYLLABLE SYENG
0xc186,솆,HANGUL SYLLABLE SYEJ
0xc187,솇,HANGUL SYLLABLE SYEC
0xc188,솈,HANGUL SYLLABLE SYEK
0xc189,솉,HANGUL SYLLABLE SYET
0xc18a,솊,HANGUL SYLLABLE SYEP
0xc18b,솋,HANGUL SYLLABLE SYEH
0xc18c,소,HANGUL SYLLABLE SO
0xc18d,속,HANGUL SYLLABLE SOG
0xc18e,솎,HANGUL SYLLABLE SOGG
0xc18f,솏,HANGUL SYLLABLE SOGS
0xc190,손,HANGUL SYLLABLE SON
0xc191,솑,HANGUL SYLLABLE SONJ
0xc192,솒,HANGUL SYLLABLE SONH
0xc193,솓,HANGUL SYLLABLE SOD
0xc194,솔,HANGUL SYLLABLE SOL
0xc195,솕,HANGUL SYLLABLE SOLG
0xc196,솖,HANGUL SYLLABLE SOLM
0xc197,솗,HANGUL SYLLABLE SOLB
0xc198,솘,HANGUL SYLLABLE SOLS
0xc199,솙,HANGUL SYLLABLE SOLT
0xc19a,솚,HANGUL SYLLABLE SOLP
0xc19b,솛,HANGUL SYLLABLE SOLH
0xc19c,솜,HANGUL SYLLABLE SOM
0xc19d,솝,HANGUL SYLLABLE SOB
0xc19e,솞,HANGUL SYLLABLE SOBS
0xc19f,솟,HANGUL SYLLABLE SOS
0xc1a0,솠,HANGUL SYLLABLE SOSS
0xc1a1,송,HANGUL SYLLABLE SONG
0xc1a2,솢,HANGUL SYLLABLE SOJ
0xc1a3,솣,HANGUL SYLLABLE SOC
0xc1a4,솤,HANGUL SYLLABLE SOK
0xc1a5,솥,HANGUL SYLLABLE SOT
0xc1a6,솦,HANGUL SYLLABLE SOP
0xc1a7,솧,HANGUL SYLLABLE SOH
0xc1a8,솨,HANGUL SYLLABLE SWA
0xc1a9,솩,HANGUL SYLLABLE SWAG
0xc1aa,솪,HANGUL SYLLABLE SWAGG
0xc1ab,솫,HANGUL SYLLABLE SWAGS
0xc1ac,솬,HANGUL SYLLABLE SWAN
0xc1ad,솭,HANGUL SYLLABLE SWANJ
0xc1ae,솮,HANGUL SYLLABLE SWANH
0xc1af,솯,HANGUL SYLLABLE SWAD
0xc1b0,솰,HANGUL SYLLABLE SWAL
0xc1b1,솱,HANGUL SYLLABLE SWALG
0xc1b2,솲,HANGUL SYLLABLE SWALM
0xc1b3,솳,HANGUL SYLLABLE SWALB
0xc1b4,솴,HANGUL SYLLABLE SWALS
0xc1b5,솵,HANGUL SYLLABLE SWALT
0xc1b6,솶,HANGUL SYLLABLE SWALP
0xc1b7,솷,HANGUL SYLLABLE SWALH
0xc1b8,솸,HANGUL SYLLABLE SWAM
0xc1b9,솹,HANGUL SYLLABLE SWAB
0xc1ba,솺,HANGUL SYLLABLE SWABS
0xc1bb,솻,HANGUL SYLLABLE SWAS
0xc1bc,솼,HANGUL SYLLABLE SWASS
0xc1bd,솽,HANGUL SYLLABLE SWANG
0xc1be,솾,HANGUL SYLLABLE SWAJ
0xc1bf,솿,HANGUL SYLLABLE SWAC
0xc1c0,쇀,HANGUL SYLLABLE SWAK
0xc1c1,쇁,HANGUL SYLLABLE SWAT
0xc1c2,쇂,HANGUL SYLLABLE SWAP
0xc1c3,쇃,HANGUL SYLLABLE SWAH
0xc1c4,쇄,HANGUL SYLLABLE SWAE
0xc1c5,쇅,HANGUL SYLLABLE SWAEG
0xc1c6,쇆,HANGUL SYLLABLE SWAEGG
0xc1c7,쇇,HANGUL SYLLABLE SWAEGS
0xc1c8,쇈,HANGUL SYLLABLE SWAEN
0xc1c9,쇉,HANGUL SYLLABLE SWAENJ
0xc1ca,쇊,HANGUL SYLLABLE SWAENH
0xc1cb,쇋,HANGUL SYLLABLE SWAED
0xc1cc,쇌,HANGUL SYLLABLE SWAEL
0xc1cd,쇍,HANGUL SYLLABLE SWAELG
0xc1ce,쇎,HANGUL SYLLABLE SWAELM
0xc1cf,쇏,HANGUL SYLLABLE SWAELB
0xc1d0,쇐,HANGUL SYLLABLE SWAELS
0xc1d1,쇑,HANGUL SYLLABLE SWAELT
0xc1d2,쇒,HANGUL SYLLABLE SWAELP
0xc1d3,쇓,HANGUL SYLLABLE SWAELH
0xc1d4,쇔,HANGUL SYLLABLE SWAEM
0xc1d5,쇕,HANGUL SYLLABLE SWAEB
0xc1d6,쇖,HANGUL SYLLABLE SWAEBS
0xc1d7,쇗,HANGUL SYLLABLE SWAES
0xc1d8,쇘,HANGUL SYLLABLE SWAESS
0xc1d9,쇙,HANGUL SYLLABLE SWAENG
0xc1da,쇚,HANGUL SYLLABLE SWAEJ
0xc1db,쇛,HANGUL SYLLABLE SWAEC
0xc1dc,쇜,HANGUL SYLLABLE SWAEK
0xc1dd,쇝,HANGUL SYLLABLE SWAET
0xc1de,쇞,HANGUL SYLLABLE SWAEP
0xc1df,쇟,HANGUL SYLLABLE SWAEH
0xc1e0,쇠,HANGUL SYLLABLE SOE
0xc1e1,쇡,HANGUL SYLLABLE SOEG
0xc1e2,쇢,HANGUL SYLLABLE SOEGG
0xc1e3,쇣,HANGUL SYLLABLE SOEGS
0xc1e4,쇤,HANGUL SYLLABLE SOEN
0xc1e5,쇥,HANGUL SYLLABLE SOENJ
0xc1e6,쇦,HANGUL SYLLABLE SOENH
0xc1e7,쇧,HANGUL SYLLABLE SOED
0xc1e8,쇨,HANGUL SYLLABLE SOEL
0xc1e9,쇩,HANGUL SYLLABLE SOELG
0xc1ea,쇪,HANGUL SYLLABLE SOELM
0xc1eb,쇫,HANGUL SYLLABLE SOELB
0xc1ec,쇬,HANGUL SYLLABLE SOELS
0xc1ed,쇭,HANGUL SYLLABLE SOELT
0xc1ee,쇮,HANGUL SYLLABLE SOELP
0xc1ef,쇯,HANGUL SYLLABLE SOELH
0xc1f0,쇰,HANGUL SYLLABLE SOEM
0xc1f1,쇱,HANGUL SYLLABLE SOEB
0xc1f2,쇲,HANGUL SYLLABLE SOEBS
0xc1f3,쇳,HANGUL SYLLABLE SOES
0xc1f4,쇴,HANGUL SYLLABLE SOESS
0xc1f5,쇵,HANGUL SYLLABLE SOENG
0xc1f6,쇶,HANGUL SYLLABLE SOEJ
0xc1f7,쇷,HANGUL SYLLABLE SOEC
0xc1f8,쇸,HANGUL SYLLABLE SOEK
0xc1f9,쇹,HANGUL SYLLABLE SOET
0xc1fa,쇺,HANGUL SYLLABLE SOEP
0xc1fb,쇻,HANGUL SYLLABLE SOEH
0xc1fc,쇼,HANGUL SYLLABLE SYO
0xc1fd,쇽,HANGUL SYLLABLE SYOG
0xc1fe,쇾,HANGUL SYLLABLE SYOGG
0xc1ff,쇿,HANGUL SYLLABLE SYOGS
0xc200,숀,HANGUL SYLLABLE SYON
0xc201,숁,HANGUL SYLLABLE SYONJ
0xc202,숂,HANGUL SYLLABLE SYONH
0xc203,숃,HANGUL SYLLABLE SYOD
0xc204,숄,HANGUL SYLLABLE SYOL
0xc205,숅,HANGUL SYLLABLE SYOLG
0xc206,숆,HANGUL SYLLABLE SYOLM
0xc207,숇,HANGUL SYLLABLE SYOLB
0xc208,숈,HANGUL SYLLABLE SYOLS
0xc209,숉,HANGUL SYLLABLE SYOLT
0xc20a,숊,HANGUL SYLLABLE SYOLP
0xc20b,숋,HANGUL SYLLABLE SYOLH
0xc20c,숌,HANGUL SYLLABLE SYOM
0xc20d,숍,HANGUL SYLLABLE SYOB
0xc20e,숎,HANGUL SYLLABLE SYOBS
0xc20f,숏,HANGUL SYLLABLE SYOS
0xc210,숐,HANGUL SYLLABLE SYOSS
0xc211,숑,HANGUL SYLLABLE SYONG
0xc212,숒,HANGUL SYLLABLE SYOJ
0xc213,숓,HANGUL SYLLABLE SYOC
0xc214,숔,HANGUL SYLLABLE SYOK
0xc215,숕,HANGUL SYLLABLE SYOT
0xc216,숖,HANGUL SYLLABLE SYOP
0xc217,숗,HANGUL SYLLABLE SYOH
0xc218,수,HANGUL SYLLABLE SU
0xc219,숙,HANGUL SYLLABLE SUG
0xc21a,숚,HANGUL SYLLABLE SUGG
0xc21b,숛,HANGUL SYLLABLE SUGS
0xc21c,순,HANGUL SYLLABLE SUN
0xc21d,숝,HANGUL SYLLABLE SUNJ
0xc21e,숞,HANGUL SYLLABLE SUNH
0xc21f,숟,HANGUL SYLLABLE SUD
0xc220,술,HANGUL SYLLABLE SUL
0xc221,숡,HANGUL SYLLABLE SULG
0xc222,숢,HANGUL SYLLABLE SULM
0xc223,숣,HANGUL SYLLABLE SULB
